Year,App.,Taxon,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Purpose,Source,is_live,import_qty_log,export_qty_log
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Switzerland,Lao People's Democratic Republic,1.0,0.0,GARMENTS,3,1,0,0.6931471805599453,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Switzerland,Lao People's Democratic Republic,956.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,6.863803391452954,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Switzerland,Lao People's Democratic Republic,8.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,2.19722457733622,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Switzerland,Malaysia,27.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,3.332204510175204,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Switzerland,Malaysia,1.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,0.6931471805599453,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Switzerland,Vietnam,4.0,0.0,GARMENTS,3,1,0,1.6094379124341005,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Switzerland,Vietnam,2448.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,7.803435056952168,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Switzerland,Vietnam,3.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,1.3862943611198906,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,China,Indonesia,0.0,1.0,LEATHER PRODUCTS (LARGE),3,3,0,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,China,Indonesia,0.0,1.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,China,Indonesia,0.0,1.0,SKINS,3,3,0,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,China,Lao People's Democratic Republic,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,China,Malaysia,6892.0,7159.0,LEATHER PRODUCTS (SMALL),3,3,0,8.838261682885651,8.87626525995469
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,China,Vietnam,0.0,1.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,China,Vietnam,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,China,Vietnam,0.0,1.0,SKINS,3,1,0,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Germany,Indonesia,142.0,142.0,LEATHER PRODUCTS (SMALL),3,3,0,4.962844630259907,4.962844630259907
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Spain,Indonesia,3.0,3.0,LEATHER PRODUCTS (SMALL),3,1,0,1.3862943611198906,1.3862943611198906
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Spain,Indonesia,322.0,328.0,LEATHER PRODUCTS (SMALL),3,3,0,5.777652323222656,5.796057750765372
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Spain,Lao People's Democratic Republic,97.0,97.0,LEATHER PRODUCTS (SMALL),3,1,0,4.584967478670572,4.584967478670572
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Spain,Vietnam,204.0,211.0,LEATHER PRODUCTS (SMALL),3,1,0,5.3230099791384085,5.356586274672012
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Spain,Vietnam,25.0,25.0,LEATHER PRODUCTS (SMALL),3,3,0,3.258096538021482,3.258096538021482
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,France,Indonesia,4.0,4.0,GARMENTS,3,3,0,1.6094379124341005,1.6094379124341005
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,France,Indonesia,11.0,19.0,LEATHER PRODUCTS (LARGE),3,3,0,2.4849066497880004,2.995732273553991
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,France,Indonesia,651.0,619.0,LEATHER PRODUCTS (SMALL),3,3,0,6.480044561926653,6.429719478039138
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,France,Indonesia,0.0,1.0,SKINS,3,3,0,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,France,Indonesia,1.2,1.0,SKIN PIECES,3,3,0,0.7884573603642702,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,France,Lao People's Democratic Republic,9.0,7.0,LEATHER PRODUCTS (LARGE),3,1,0,2.302585092994046,2.079441541679836
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,France,Lao People's Democratic Republic,787.0,1056.5,LEATHER PRODUCTS (SMALL),3,1,0,6.669498089857879,6.963662910920433
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,France,Lao People's Democratic Republic,15.0,15.0,SKIN PIECES,3,1,0,2.772588722239781,2.772588722239781
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,France,Malaysia,1.0,1.0,SKIN PIECES,3,3,0,0.6931471805599453,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,France,Vietnam,2.0,1.5,GARMENTS,3,1,0,1.0986122886681096,0.9162907318741552
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,France,Vietnam,639.5,415.5,LEATHER PRODUCTS (SMALL),3,1,0,6.4622491213367885,6.031886461606898
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,France,Vietnam,1.2,1.0,SKIN PIECES,3,1,0,0.7884573603642702,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,France,Vanuatu,1.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,0.6931471805599453,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,United Kingdom,Indonesia,40.0,30.0,LEATHER PRODUCTS (SMALL),3,3,0,3.713572066704308,3.4339872044851463
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,United Kingdom,Lao People's Democratic Republic,4.0,4.0,LEATHER PRODUCTS (SMALL),3,1,0,1.6094379124341005,1.6094379124341005
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,United Kingdom,Vietnam,3.0,4.0,LEATHER PRODUCTS (SMALL),3,1,0,1.3862943611198906,1.6094379124341005
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Hong Kong,Indonesia,8.0,0.0,GARMENTS,3,3,0,2.19722457733622,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Hong Kong,Indonesia,3440.0,3673.0,LEATHER PRODUCTS (SMALL),3,3,0,8.14351740579748,8.20903626577507
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Hong Kong,Lao People's Democratic Republic,10.0,7.0,LEATHER PRODUCTS (SMALL),3,1,0,2.3978952727983707,2.079441541679836
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Hong Kong,Malaysia,2210.0,2276.0,LEATHER PRODUCTS (SMALL),3,3,0,7.701200180857446,7.7306140660637395
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Hong Kong,Vietnam,146.0,27.0,LEATHER PRODUCTS (SMALL),3,1,0,4.990432586778736,3.332204510175204
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Hong Kong,Unknown,1260.0,1082.0,LEATHER PRODUCTS (SMALL),3,1,0,7.139660335964919,6.987490247000991
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Indonesia,Unknown,0.0,5.0,LIVE,3,1,1,0.0,1.791759469228055
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Indonesia,Unknown,20.0,100.0,LIVE,3,3,1,3.044522437723423,4.61512051684126
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Indonesia,Unknown,6106.0,10709.0,LEATHER PRODUCTS (SMALL),3,3,0,8.717190933223135,9.278933163441794
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Indonesia,Unknown,4835.0,5632.0,SKINS,3,3,0,8.483843211734683,8.636397438894713
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Indonesia,Unknown,0.0,50.0,UNSPECIFIED,3,3,0,0.0,3.9318256327243257
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Indonesia,0.0,2.0,GARMENTS,2,3,0,0.0,1.0986122886681096
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Indonesia,38.5,11.0,GARMENTS,3,3,0,3.676300671907076,2.4849066497880004
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Indonesia,0.0,2.0,LEATHER PRODUCTS (LARGE),2,3,0,0.0,1.0986122886681096
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Indonesia,0.0,1.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Indonesia,12.0,12.0,LEATHER PRODUCTS (LARGE),3,3,0,2.5649493574615367,2.5649493574615367
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Indonesia,2.0,20.0,LEATHER PRODUCTS (SMALL),2,3,0,1.0986122886681096,3.044522437723423
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Indonesia,5.5,3.0,LEATHER PRODUCTS (SMALL),3,1,0,1.8718021769015916,1.3862943611198906
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Indonesia,5214.28,5228.0,LEATHER PRODUCTS (SMALL),3,3,0,8.559348057268716,8.56197533418813
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Indonesia,118.0,118.0,SKINS,3,3,0,4.77912349311153,4.77912349311153
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Indonesia,127.0,157.0,SKIN PIECES,3,3,0,4.852030263919617,5.062595033026967
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Lao People's Democratic Republic,0.0,1.0,GARMENTS,2,1,0,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Lao People's Democratic Republic,3.0,4.0,GARMENTS,3,1,0,1.3862943611198906,1.6094379124341005
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Lao People's Democratic Republic,0.0,17.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,2.8903717578961645
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Lao People's Democratic Republic,1354.75,1365.5,LEATHER PRODUCTS (SMALL),3,1,0,7.21211008572117,7.220008005368123
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Malaysia,0.0,3.0,LEATHER PRODUCTS (SMALL),2,3,0,0.0,1.3862943611198906
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Malaysia,42.33,41.0,LEATHER PRODUCTS (SMALL),3,3,0,3.768845235751818,3.737669618283368
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Singapore,6.0,6.0,LEATHER PRODUCTS (SMALL),3,3,0,1.9459101490553128,1.9459101490553128
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Thailand,1.5,0.0,LEATHER PRODUCTS (SMALL),3,1,0,0.9162907318741552,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Vietnam,7.5,17.0,GARMENTS,3,1,0,2.1400661634962708,2.8903717578961645
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Vietnam,0.0,2.0,LEATHER PRODUCTS (LARGE),2,1,0,0.0,1.0986122886681096
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Vietnam,20.0,40.0,LEATHER PRODUCTS (LARGE),3,1,0,3.044522437723423,3.713572066704308
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Vietnam,0.0,50.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,3.9318256327243257
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Vietnam,4.0,0.0,LEATHER PRODUCTS (SMALL),2,1,0,1.6094379124341005,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Vietnam,5834.78,5517.5,LEATHER PRODUCTS (SMALL),3,1,0,8.671763211879348,8.61586136321294
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Vietnam,5.5,4.0,LEATHER PRODUCTS (SMALL),3,3,0,1.8718021769015916,1.6094379124341005
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Italy,Vietnam,23.0,23.0,SKIN PIECES,3,1,0,3.1780538303479458,3.1780538303479458
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,South Korea,Indonesia,35.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,3.58351893845611,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,South Korea,Indonesia,432.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,6.07073772800249,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,South Korea,Malaysia,2.0,0.0,GARMENTS,3,3,0,1.0986122886681096,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,South Korea,Malaysia,1507.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,7.318539548567902,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,South Korea,Malaysia,2191.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,7.692569648067906,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,South Korea,Malaysia,30.0,0.0,SKINS,3,3,0,3.4339872044851463,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,South Korea,Vietnam,26.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,3.295836866004329,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Luxembourg,Indonesia,2.0,2.0,LEATHER PRODUCTS (SMALL),3,3,0,1.0986122886681096,1.0986122886681096
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Luxembourg,Vietnam,2.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,1.0986122886681096,1.0986122886681096
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Luxembourg,Vietnam,0.0,1.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Luxembourg,Vietnam,1.0,0.0,LEATHER PRODUCTS (SMALL),3,2,0,0.6931471805599453,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Monaco,Vietnam,0.0,2.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,1.0986122886681096
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Mexico,Malaysia,24.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,3.218875824868201,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Malaysia,Unknown,100.0,0.0,SKINS,3,1,0,4.61512051684126,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Malaysia,Unknown,10640.0,10220.0,SKINS,3,3,0,9.272469743441732,9.232199706329077
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Netherlands,Indonesia,17.0,17.0,LEATHER PRODUCTS (SMALL),3,3,0,2.8903717578961645,2.8903717578961645
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Netherlands,Lao People's Democratic Republic,14.0,17.0,LEATHER PRODUCTS (SMALL),3,1,0,2.70805020110221,2.8903717578961645
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Netherlands,Vietnam,19.0,19.0,LEATHER PRODUCTS (SMALL),3,1,0,2.995732273553991,2.995732273553991
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Portugal,Indonesia,0.0,1.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Singapore,Indonesia,1725.0,2521.0,LEATHER PRODUCTS (SMALL),3,3,0,7.453561871643373,7.832807516524864
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Singapore,Indonesia,166.0,63.0,SKINS,3,3,0,5.117993812416755,4.158883083359672
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Singapore,Lao People's Democratic Republic,773.0,786.0,LEATHER PRODUCTS (SMALL),3,1,0,6.651571873589727,6.668228248417403
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Singapore,Malaysia,2209.0,2239.0,SKINS,3,3,0,7.700747794511798,7.714231144849085
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Singapore,Vietnam,625.0,597.0,LEATHER PRODUCTS (SMALL),3,1,0,6.439350371100098,6.393590753950631
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Singapore,Vietnam,75.0,0.0,SKINS,3,1,0,4.330733340286331,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Thailand,Unknown,66.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,4.204692619390966,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,United States,Vietnam,2.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,1.0986122886681096,1.0986122886681096
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,United States,Unknown,12.0,12.0,LIVE,3,1,1,2.5649493574615367,2.5649493574615367
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Vietnam,Indonesia,40422.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,10.607154208886223,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Vietnam,Malaysia,65673.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,11.092458387943717,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Vietnam,Unknown,2112.0,0.0,LEATHER PRODUCTS (SMALL),3,1,0,7.655864017616056,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Vietnam,Unknown,120.0,0.0,LEATHER PRODUCTS (SMALL),3,3,0,4.795790545596741,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Japan,Vietnam,Unknown,52.0,0.0,SKINS,3,1,0,3.970291913552122,0.0
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Kyrgyzstan,Italy,Indonesia,0.0,3.0,GARMENTS,3,3,0,0.0,1.3862943611198906
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Kyrgyzstan,Italy,Vietnam,0.0,12.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.5649493574615367
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Cambodia,France,Vietnam,0.0,3.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.3862943611198906
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Cambodia,United Kingdom,Indonesia,0.0,1.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Cambodia,Hong Kong,Lao People's Democratic Republic,0.0,6.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.9459101490553128
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Cambodia,Italy,Indonesia,0.0,24.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,3.218875824868201
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Cambodia,Italy,Vietnam,0.0,1.0,LEATHER PRODUCTS (LARGE),2,1,0,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Cambodia,Italy,Vietnam,0.0,2.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,1.0986122886681096
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,Cambodia,Italy,Vietnam,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,North Korea,Italy,Lao People's Democratic Republic,0.0,1.0,LEATHER PRODUCTS (SMALL),2,1,0,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,North Korea,Kuwait,Vietnam,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,North Korea,Kuwait,Unknown,0.0,1.0,LIVE,1,3,1,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Belgium,Indonesia,0.0,2.0,LEATHER PRODUCTS (SMALL),2,2,0,0.0,1.0986122886681096
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Belgium,International Organizations,0.0,7.0,LEATHER PRODUCTS (SMALL),2,2,0,0.0,2.079441541679836
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,China,Vietnam,0.0,2.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.0986122886681096
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Germany,Indonesia,0.0,25.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,3.258096538021482
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Spain,Indonesia,0.0,17.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,2.8903717578961645
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Spain,Indonesia,0.0,2031.0,SKINS,3,3,0,0.0,7.616775808698373
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Spain,Indonesia,0.0,63.0,SKIN PIECES,3,3,0,0.0,4.158883083359672
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Spain,Lao People's Democratic Republic,0.0,1.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,0.6931471805599453
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Spain,Lao People's Democratic Republic,0.0,640.0,SKINS,3,1,0,0.0,6.46302945692067
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Spain,Lao People's Democratic Republic,0.0,81.0,SKINS,3,3,0,0.0,4.406719247264253
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Spain,Vietnam,0.0,49.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,3.912023005428146
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Spain,Vietnam,0.0,2084.0,SKINS,3,1,0,0.0,7.642524134232902
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,France,Indonesia,0.0,33.0,LEATHER PRODUCTS (LARGE),3,3,0,0.0,3.5263605246161616
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,France,Indonesia,0.0,284.78,LEATHER PRODUCTS (SMALL),3,3,0,0.0,5.655222284040824
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,France,Lao People's Democratic Republic,0.0,53.14,LEATHER PRODUCTS (SMALL),3,1,0,0.0,3.9915732841861553
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,France,Vietnam,0.0,15.0,LEATHER PRODUCTS (LARGE),3,1,0,0.0,2.772588722239781
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,France,Vietnam,0.0,297.34,LEATHER PRODUCTS (SMALL),3,1,0,0.0,5.698233775725784
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,United Kingdom,Indonesia,0.0,44.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,3.80666248977032
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,United Kingdom,Lao People's Democratic Republic,0.0,3.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,1.3862943611198906
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,United Kingdom,Vietnam,0.0,7.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.079441541679836
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Hong Kong,Indonesia,0.0,138.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,4.934473933130692
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Hong Kong,Lao People's Democratic Republic,0.0,14.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,2.70805020110221
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Hong Kong,Lao People's Democratic Republic,0.0,32.0,SKIN PIECES,3,1,0,0.0,3.49650756146648
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Hong Kong,Vietnam,0.0,34.0,LEATHER PRODUCTS (SMALL),3,1,0,0.0,3.555348061489413
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Hong Kong,Vietnam,0.0,15.0,SKINS,3,1,0,0.0,2.772588722239781
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Indonesia,Unknown,0.0,5.0,LIVE,3,1,1,0.0,1.791759469228055
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Indonesia,Unknown,0.0,8437.0,LEATHER PRODUCTS (SMALL),3,3,0,0.0,9.040500592684284
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Indonesia,Unknown,0.0,1457.0,SKINS,3,3,0,0.0,7.284820912568604
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Italy,Indonesia,0.0,7.0,GARMENTS,3,3,0,0.0,2.079441541679836
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Italy,Indonesia,0.0,2.0,LEATHER PRODUCTS (LARGE),2,3,0,0.0,1.0986122886681096
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Italy,Indonesia,0.0,5.0,LEATHER PRODUCTS (LARGE),3,3,0,0.0,1.791759469228055
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Italy,Indonesia,0.0,8.0,LEATHER PRODUCTS (SMALL),2,3,0,0.0,2.19722457733622
2016,2.0,Python Reticulatus,Serpentes,Pythonidae,Python,South Korea,Italy,Indonesia,0.0,15.0,LEATHER PRODUCTS (SMALL),1,3,0,0.0,2.772588722239781
